cohesion_kPa,unit_weight_kNm3,slope_height_m,slope_angle_deg,friction_angle_deg,water_table_ratio,af_seismic_coeff,nf_param,mf_param,teetas_param,stability_number,FOS,stability_status
34.95,19.67,29.0,24.6,11.4,44.74,717.97,2.77,1.18,0.37,0.0613,1.88146,Stable
35.38,19.67,29.4,25.0,11.7,45.09,725.83,2.81,1.2,0.37,0.0612,1.90064,Stable
35.81,19.68,29.7,25.3,11.9,45.45,733.7,2.84,1.23,0.37,0.0613,1.91286,Stable
36.24,19.68,30.1,25.7,12.2,45.8,741.56,2.88,1.25,0.37,0.0612,1.93135,Stable
36.68,19.68,30.5,26.0,12.4,46.15,749.43,2.92,1.27,0.38,0.0611,1.94054,Stable
37.11,19.68,30.9,26.4,12.6,46.51,757.3,2.96,1.3,0.38,0.061,1.94555,Stable
37.54,19.68,31.3,26.7,12.9,46.86,765.16,3.0,1.32,0.38,0.0609,1.96698,Stable
37.98,19.67,31.7,27.1,13.1,47.22,773.03,3.04,1.34,0.38,0.0609,1.97419,Stable
38.41,19.67,32.1,27.4,13.3,47.57,780.89,3.08,1.37,0.39,0.0608,1.9828,Stable
38.84,19.68,32.5,27.8,13.6,47.93,788.76,3.12,1.39,0.39,0.0607,2.00076,Stable
39.28,19.68,32.9,28.2,13.8,48.28,796.63,3.16,1.41,0.39,0.0607,2.00799,Stable
39.71,19.68,33.3,28.5,14.0,48.63,804.49,3.2,1.44,0.39,0.0606,2.01691,Stable
40.14,19.68,33.7,28.9,14.3,48.99,812.36,3.24,1.46,0.39,0.0605,2.03551,Stable
40.57,19.68,34.1,29.2,14.5,49.34,820.23,3.28,1.48,0.4,0.0605,2.04591,Stable
41.01,19.67,34.5,29.6,14.8,49.7,828.09,3.32,1.51,0.4,0.0604,2.06372,Stable
41.44,19.68,34.9,29.9,15.0,5.05,835.96,3.36,1.53,0.4,0.0603,1.42473,Stable
41.87,19.68,35.2,30.3,15.2,5.41,843.82,3.39,1.55,0.4,0.0604,1.43635,Stable
42.31,19.68,35.6,30.6,15.5,5.76,851.69,3.43,1.58,0.41,0.0604,1.45479,Stable
42.74,19.68,36.0,31.0,15.7,6.11,859.56,3.47,1.6,0.41,0.0603,1.46328,Stable
43.17,19.68,36.4,31.4,15.9,6.47,867.42,3.51,1.62,0.41,0.0603,1.47278,Stable
43.61,19.68,36.8,31.7,16.2,6.82,875.29,3.55,1.65,0.41,0.0602,1.49029,Stable
44.04,19.68,37.2,32.1,16.4,7.18,883.15,3.59,1.67,0.42,0.0602,1.49982,Stable
44.47,19.67,37.6,32.4,16.6,7.53,891.02,3.63,1.69,0.42,0.0601,1.51089,Stable
44.91,19.68,38.0,32.8,16.9,7.89,898.89,3.67,1.72,0.42,0.0601,1.52692,Stable
45.34,19.68,38.4,33.1,17.1,8.24,906.75,3.71,1.74,0.42,0.06,1.53781,Stable
45.77,19.68,38.8,33.5,17.4,8.59,914.62,3.75,1.76,0.43,0.0599,1.55314,Stable
46.2,19.67,39.2,33.8,17.6,8.95,922.49,3.79,1.79,0.43,0.0599,1.56521,Stable
46.64,19.68,39.6,34.2,17.8,9.3,930.35,3.83,1.81,0.43,0.0598,1.57373,Stable
47.07,19.68,40.0,34.5,18.1,9.66,938.22,3.87,1.83,0.43,0.0598,1.59233,Stable
47.5,19.67,40.4,34.9,18.3,10.01,946.08,3.91,1.86,0.43,0.0598,1.60207,Stable
47.94,19.67,40.8,35.2,18.5,10.37,953.95,3.94,1.88,0.44,0.0597,1.61304,Stable
48.37,19.68,41.2,35.6,18.8,10.72,961.82,3.98,1.9,0.44,0.0597,1.62878,Stable
48.8,19.67,41.6,36.0,19.0,11.08,969.68,4.02,1.93,0.44,0.0596,1.63752,Stable
49.24,19.67,42.0,36.3,19.2,11.43,977.55,4.06,1.95,0.44,0.0596,1.64866,Stable
49.67,19.68,42.3,36.7,19.5,11.78,985.41,4.1,1.97,0.45,0.0597,1.6654,Stable
50.1,19.68,42.7,37.0,19.7,12.14,993.28,4.14,2.0,0.45,0.0596,1.6757,Stable
50.54,19.68,43.1,37.4,20.0,12.49,2.15,4.18,2.02,0.45,0.0596,1.16497,Stable
50.97,19.67,43.5,37.7,20.2,12.85,10.01,4.22,2.04,0.45,0.0596,1.16701,Stable
51.4,19.67,43.9,38.1,20.4,13.2,17.88,4.26,2.07,0.46,0.0595,1.16551,Stable
51.83,19.67,44.3,38.4,20.7,13.56,25.75,4.3,2.09,0.46,0.0595,1.17031,Stable
52.27,19.67,44.7,38.8,20.9,13.91,33.61,4.34,2.11,0.46,0.0594,1.16883,Stable
52.7,19.67,45.1,39.2,21.1,14.26,41.48,4.38,2.14,0.46,0.0594,1.16816,Stable
53.13,19.68,45.5,39.5,21.4,14.62,49.34,4.42,2.16,0.47,0.0593,1.17208,Stable
53.57,19.68,45.9,39.8,21.6,14.97,57.21,4.46,2.18,0.47,0.0593,1.17383,Stable
54.0,19.67,46.3,40.2,21.8,15.33,65.08,4.49,2.21,0.47,0.0593,1.17343,Stable
54.43,19.67,46.7,40.6,22.1,15.68,72.94,4.53,2.23,0.47,0.0593,1.17652,Stable
54.87,19.68,47.1,40.9,22.3,16.04,80.81,4.57,2.26,0.48,0.0592,1.17752,Stable
55.3,19.67,47.5,41.3,22.6,16.39,88.67,4.61,2.28,0.48,0.0592,1.18106,Stable
55.73,19.68,47.8,41.6,22.8,16.74,96.54,4.65,2.3,0.48,0.0592,1.18382,Stable
56.17,19.68,48.2,42.0,23.0,17.1,104.41,4.69,2.33,0.48,0.0592,1.18447,Stable
56.6,19.68,48.6,42.3,23.3,17.45,112.27,4.73,2.35,0.48,0.0592,1.1909,Stable
57.03,19.68,49.0,42.7,23.5,17.81,120.14,4.77,2.37,0.49,0.0591,1.19167,Stable
57.46,19.67,49.4,43.0,23.7,18.16,128.01,4.81,2.4,0.49,0.0591,1.19527,Stable
57.9,19.68,49.8,43.4,24.0,18.52,135.87,4.85,2.42,0.49,0.0591,1.20057,Stable
58.33,19.67,50.2,43.8,24.2,18.87,143.74,4.89,2.44,0.49,0.0591,1.20303,Stable
58.76,19.67,50.6,44.1,24.4,19.22,151.6,4.93,2.47,0.5,0.059,1.20611,Stable
59.2,19.67,51.0,44.5,24.7,19.58,159.47,4.97,2.49,0.5,0.059,1.21187,Stable
59.63,19.67,51.4,44.8,24.9,19.93,167.34,0.02,2.51,0.5,0.059,1.55653,Stable
5.11,19.7,52.2,45.9,25.9,21.75,215.47,0.3,2.7,0.52,0.005,1.16305,Stable
5.55,19.7,52.6,46.3,26.1,22.1,223.34,0.33,2.73,0.53,0.0054,1.16296,Stable
5.98,19.69,53.0,46.6,26.4,22.46,231.21,0.37,2.75,0.53,0.0057,1.16961,Stable
6.41,19.7,53.4,47.0,26.6,22.81,239.07,0.41,2.77,0.53,0.0061,1.16945,Stable
6.85,19.7,53.8,47.3,26.8,23.16,246.94,0.45,2.8,0.53,0.0065,1.17072,Stable
7.28,19.7,54.2,47.7,27.1,23.52,254.8,0.49,2.82,0.53,0.0068,1.17515,Stable
7.71,19.69,54.6,48.0,27.3,23.87,262.67,0.53,2.84,0.54,0.0072,1.1779,Stable
8.15,19.69,55.0,48.4,27.5,24.23,270.54,0.57,2.87,0.54,0.0075,1.17651,Stable
8.58,19.7,55.4,48.8,27.8,24.58,278.4,0.61,2.89,0.54,0.0079,1.18151,Stable
9.01,19.7,55.8,49.1,28.0,24.94,286.27,0.65,2.91,0.54,0.0082,1.18359,Stable
9.45,19.69,56.2,49.5,28.2,25.29,294.14,0.69,2.94,0.55,0.0085,1.18237,Stable
9.88,19.69,56.6,49.8,28.5,25.65,302.0,0.73,2.96,0.55,0.0089,1.18969,Stable
10.31,19.7,57.0,50.2,28.7,26.0,309.87,0.77,2.98,0.55,0.0092,1.18925,Stable
10.74,19.69,57.4,50.5,29.0,26.35,317.73,0.81,0.04,0.55,0.0095,1.8226,Stable
11.18,19.69,57.7,50.9,29.2,26.71,325.6,0.85,0.06,0.56,0.0098,1.82786,Stable
11.61,19.69,58.1,51.2,29.4,27.06,333.47,0.88,0.08,0.56,0.0101,1.83355,Stable
12.04,19.69,58.5,51.6,29.7,27.42,341.33,0.92,0.11,0.56,0.0105,1.84141,Stable
12.48,19.69,58.9,51.9,29.9,27.77,349.2,0.96,0.13,0.56,0.0108,1.84656,Stable
12.91,19.69,59.3,52.3,30.1,28.13,357.06,1.0,0.15,0.57,0.0111,1.8497,Stable
13.34,19.69,59.7,52.6,30.4,28.48,364.93,1.04,0.18,0.57,0.0113,1.85718,Stable
13.78,19.69,10.1,53.0,30.6,28.83,372.8,1.08,0.2,0.57,0.0693,5.11774,Stable
14.21,19.7,10.5,53.4,30.8,29.19,380.66,1.12,0.22,0.57,0.0687,5.02068,Stable
14.64,19.69,10.9,53.7,31.1,29.54,388.53,1.16,0.25,0.57,0.0682,4.94802,Stable
15.08,19.7,11.3,54.1,31.3,29.9,396.4,1.2,0.27,0.58,0.0677,4.86403,Stable
15.51,19.69,11.7,54.4,31.6,30.25,404.26,1.24,0.29,0.58,0.0673,4.81082,Stable
15.94,19.7,12.1,54.8,31.8,30.61,412.13,1.28,0.32,0.58,0.0669,4.72968,Stable
16.37,19.69,12.5,55.1,32.0,30.96,419.99,1.32,0.34,0.58,0.0665,4.66825,Stable
16.81,19.69,12.9,55.5,32.3,31.31,427.86,1.36,0.36,0.59,0.0662,4.62131,Stable
17.24,19.7,13.2,55.8,32.5,31.67,435.73,1.4,0.39,0.59,0.0663,4.58246,Stable
17.67,19.69,13.6,56.2,32.7,32.02,443.59,1.43,0.41,0.59,0.066,4.52712,Stable
18.11,19.69,14.0,56.6,33.0,32.38,451.46,1.47,0.43,0.59,0.0657,4.49056,Stable
18.54,19.7,14.4,56.9,33.2,32.73,459.32,1.51,0.46,0.6,0.0654,4.43672,Stable
18.97,19.7,14.8,57.3,33.4,33.09,467.19,1.55,0.48,0.6,0.0651,4.39071,Stable
19.41,19.69,15.2,57.6,33.7,33.44,475.06,1.59,0.5,0.3,0.0649,4.36785,Stable
19.84,19.69,15.6,58.0,33.9,33.79,482.92,1.63,0.53,0.3,0.0646,4.31942,Stable
20.27,19.7,16.0,58.3,34.2,34.15,490.79,1.67,0.55,0.31,0.0643,4.29734,Stable
20.71,19.69,16.4,58.7,34.4,34.5,498.66,1.71,0.57,0.31,0.0641,4.26114,Stable
21.14,19.69,16.8,59.0,34.6,34.86,506.52,1.75,0.6,0.31,0.0639,4.22394,Stable
21.57,19.7,17.2,59.4,34.9,35.21,514.39,1.79,0.62,0.31,0.0637,4.20253,Stable
22.0,19.69,17.6,59.7,35.1,35.57,522.25,1.83,0.64,0.31,0.0635,4.17579,Stable
22.44,19.7,18.0,15.1,35.3,35.92,530.12,1.87,0.67,0.32,0.0633,7.85705,Stable
22.87,19.7,18.4,15.4,35.6,36.28,537.99,1.91,0.69,0.32,0.0631,7.81545,Stable
23.3,19.69,18.8,15.8,35.8,36.63,545.85,1.95,0.71,0.32,0.0629,7.73098,Stable
23.74,19.7,19.2,16.2,36.0,36.98,553.72,1.98,0.74,0.32,0.0628,7.64189,Stable
24.17,19.69,19.6,16.5,36.3,37.34,561.58,2.02,0.76,0.33,0.0626,7.61229,Stable
24.6,19.69,20.0,16.9,36.5,37.69,569.45,2.06,0.78,0.33,0.0625,7.53684,Stable
25.04,19.69,20.3,17.2,36.8,38.05,577.32,2.1,0.81,0.33,0.0626,7.52574,Stable
25.47,19.69,20.7,17.6,37.0,38.4,585.18,2.14,0.83,0.33,0.0625,7.45878,Stable
25.9,19.69,21.1,17.9,37.2,38.76,593.05,2.18,0.85,0.34,0.0623,7.41512,Stable
26.34,19.69,21.5,18.3,37.5,39.11,600.92,2.22,0.88,0.34,0.0622,7.3749,Stable
26.77,19.7,21.9,18.6,37.7,39.46,608.78,2.26,0.9,0.34,0.062,7.32303,Stable
27.2,19.7,22.3,19.0,37.9,39.82,616.65,2.3,0.92,0.34,0.0619,7.25753,Stable
27.63,19.69,22.7,19.4,38.2,40.17,624.51,2.34,0.95,0.35,0.0618,7.21771,Stable
28.07,19.69,23.1,19.7,38.4,40.53,632.38,2.38,0.97,0.35,0.0617,7.17801,Stable
28.5,19.69,23.5,20.0,38.6,40.88,640.25,2.42,1.0,0.35,0.0616,7.13515,Stable
28.93,19.69,23.9,20.4,38.9,41.24,648.11,2.46,1.02,0.35,0.0615,7.10512,Stable
29.37,19.69,24.3,20.8,39.1,41.59,655.98,2.5,1.04,0.35,0.0614,7.05262,Stable
29.8,19.69,24.7,21.1,39.4,41.94,663.84,2.54,1.07,0.36,0.0613,7.03773,Stable
30.23,19.69,25.1,21.5,39.6,42.3,671.71,2.57,1.09,0.36,0.0612,6.9875,Stable
30.67,19.7,25.5,21.8,39.8,42.65,679.58,2.61,1.11,0.36,0.0611,6.95518,Stable
31.1,19.69,25.8,22.2,10.1,43.01,687.44,2.65,1.14,0.36,0.0612,1.84871,Stable
31.53,19.69,26.2,22.5,10.3,43.36,695.31,2.69,1.16,0.37,0.0611,1.8586,Stable
31.97,19.69,26.6,22.9,10.5,43.72,703.17,2.73,1.18,0.37,0.061,1.86508,Stable
32.4,19.69,27.0,23.2,10.8,44.07,711.04,2.77,1.21,0.37,0.0609,1.8879,Stable
32.83,19.7,27.4,23.6,11.0,44.42,718.91,2.81,1.23,0.37,0.0608,1.89427,Stable
33.26,19.69,27.8,24.0,11.2,44.78,726.77,2.85,1.25,0.38,0.0608,1.90241,Stable
33.7,19.7,28.2,24.3,11.5,45.13,734.64,2.89,1.28,0.38,0.0607,1.92443,Stable
34.13,19.7,28.6,24.7,11.7,45.49,742.51,2.93,1.3,0.38,0.0606,1.93094,Stable
34.56,19.69,29.0,25.0,12.0,45.84,750.37,2.97,1.32,0.38,0.0605,1.95386,Stable
35.0,19.69,29.4,25.4,12.2,46.2,758.24,3.01,1.35,0.39,0.0605,1.95988,Stable
35.43,19.69,29.8,25.7,12.4,46.55,766.1,3.05,1.37,0.39,0.0604,1.96915,Stable
35.86,19.7,30.2,26.1,12.7,46.91,773.97,3.09,1.39,0.39,0.0603,1.98696,Stable
36.3,19.7,30.6,26.4,12.9,47.26,781.84,3.12,1.42,0.39,0.0602,1.99489,Stable
36.73,19.69,31.0,26.8,13.1,47.61,789.7,3.16,1.44,0.4,0.0602,2.00178,Stable
37.16,19.69,31.4,27.1,13.4,47.97,797.57,3.2,1.46,0.4,0.0601,2.02339,Stable
37.6,19.69,31.8,27.5,13.6,48.32,805.43,3.24,1.49,0.4,0.0601,2.02941,Stable
38.03,19.69,32.2,27.8,13.8,48.68,813.3,3.28,1.51,0.4,0.06,2.03894,Stable
38.46,19.69,32.6,28.2,14.1,49.03,821.17,3.32,1.53,0.4,0.0599,2.05735,Stable
38.89,19.7,32.9,28.6,14.3,49.39,829.03,3.36,1.56,0.41,0.06,2.06687,Stable
39.33,19.7,33.3,28.9,14.6,49.74,836.9,3.4,1.58,0.41,0.06,2.08917,Stable
39.76,19.7,33.7,29.3,14.8,5.09,844.77,3.44,1.6,0.41,0.0599,1.42595,Stable
40.19,19.7,34.1,29.6,15.0,5.45,852.63,3.48,1.63,0.41,0.0598,1.439,Stable
40.63,19.7,34.5,30.0,15.3,5.8,860.5,3.52,1.65,0.42,0.0598,1.45729,Stable
41.06,19.69,34.9,30.3,15.5,6.16,868.36,3.56,1.67,0.42,0.0598,1.46965,Stable
41.49,19.69,35.3,30.7,15.7,6.51,876.23,3.6,1.7,0.42,0.0597,1.47818,Stable
41.93,19.7,35.7,31.0,16.0,6.87,884.1,3.64,1.72,0.42,0.0596,1.49589,Stable
42.36,19.69,36.1,31.4,16.2,7.22,891.96,3.67,1.74,0.43,0.0596,1.50527,Stable
42.79,19.7,36.5,31.8,16.4,7.57,899.83,3.71,1.77,0.43,0.0595,1.51357,Stable
43.23,19.7,36.9,32.1,16.7,7.93,907.69,3.75,1.79,0.43,0.0595,1.53222,Stable
43.66,19.7,37.3,32.5,16.9,8.28,915.56,3.79,1.81,0.43,0.0594,1.54077,Stable
44.09,19.7,37.7,32.8,17.2,8.64,923.43,3.83,1.84,0.44,0.0594,1.55942,Stable
44.52,19.69,38.1,33.2,17.4,8.99,931.29,3.87,1.86,0.44,0.0593,1.56824,Stable
44.96,19.7,38.4,33.5,17.6,9.35,939.16,3.91,1.88,0.44,0.0594,1.58135,Stable
45.39,19.7,38.8,33.9,17.9,9.7,947.03,3.95,1.91,0.44,0.0594,1.5976,Stable
45.82,19.69,39.2,34.2,18.1,10.05,954.89,3.99,1.93,0.44,0.0594,1.60955,Stable
46.26,19.69,39.6,34.6,18.3,10.41,962.76,4.03,1.95,0.45,0.0593,1.61853,Stable
46.69,19.7,40.0,34.9,18.6,10.76,970.62,4.07,1.98,0.45,0.0593,1.6368,Stable
47.12,19.69,40.4,35.3,18.8,11.12,978.49,4.11,2.0,0.45,0.0592,1.64583,Stable
47.56,19.69,40.8,35.6,19.0,11.47,986.36,4.15,2.02,0.45,0.0592,1.65725,Stable
47.99,19.69,41.2,36.0,19.3,11.83,994.22,4.19,2.05,0.46,0.0592,1.67332,Stable
48.42,19.69,41.6,36.4,19.5,12.18,3.09,4.22,2.07,0.46,0.0591,1.16524,Stable
48.86,19.69,42.0,36.7,19.8,12.54,10.95,4.26,2.09,0.46,0.0591,1.17029,Stable
49.29,19.69,42.4,37.1,20.0,12.89,18.82,4.3,2.12,0.46,0.059,1.16856,Stable
49.72,19.69,42.8,37.4,20.2,13.24,26.69,4.34,2.14,0.47,0.059,1.17005,Stable
50.15,19.69,43.2,37.8,20.5,13.6,34.55,4.38,2.16,0.47,0.059,1.17276,Stable
50.59,19.7,43.6,38.1,20.7,13.95,42.42,4.42,2.19,0.47,0.0589,1.17326,Stable
51.02,19.69,44.0,38.5,20.9,14.31,50.29,4.46,2.21,0.47,0.0589,1.17283,Stable
51.45,19.69,44.4,38.8,21.2,14.66,58.15,4.5,2.23,0.48,0.0589,1.1779,Stable
51.89,19.69,44.8,39.2,21.4,15.02,66.02,4.54,2.26,0.48,0.0588,1.17655,Stable
52.32,19.69,45.1,39.5,21.6,15.37,73.88,4.58,2.28,0.48,0.0589,1.17961,Stable
52.75,19.69,45.5,39.9,21.9,15.72,81.75,4.62,2.3,0.48,0.0589,1.18301,Stable
53.19,19.7,45.9,40.2,22.1,16.08,89.62,4.66,2.33,0.48,0.0588,1.18426,Stable
53.62,19.7,46.3,40.6,22.4,16.43,97.48,4.7,2.35,0.49,0.0588,1.18805,Stable
54.05,19.69,46.7,41.0,22.6,16.79,105.35,4.74,2.37,0.49,0.0588,1.18894,Stable
54.49,19.69,47.1,41.3,22.8,17.14,113.21,4.77,2.4,0.49,0.0588,1.19204,Stable
54.92,19.7,47.5,41.7,23.0,17.5,121.08,4.81,2.42,0.49,0.0587,1.19273,Stable
55.35,19.69,47.9,42.0,23.3,17.85,128.95,4.85,2.44,0.5,0.0587,1.2,Stable
55.78,19.7,48.3,42.4,23.5,18.2,136.81,4.89,2.47,0.5,0.0586,1.20101,Stable
56.22,19.69,48.7,42.7,23.8,18.56,144.68,4.93,2.49,0.5,0.0586,1.20873,Stable
56.65,19.7,49.1,43.1,24.0,18.91,152.54,4.97,2.52,0.5,0.0586,1.21095,Stable
57.08,19.7,49.5,43.4,24.2,19.27,160.41,0.02,2.54,0.51,0.0585,1.54695,Stable
57.52,19.69,49.9,43.8,24.5,19.62,168.28,0.06,2.56,0.51,0.0585,1.54744,Stable
57.95,19.69,50.3,44.2,24.7,19.98,176.14,0.1,2.59,0.51,0.0585,1.54165,Stable
58.38,19.69,50.7,44.5,24.9,20.33,184.01,0.14,2.61,0.51,0.0585,1.53929,Stable
58.82,19.69,51.0,44.9,25.2,20.68,191.88,0.18,2.63,0.52,0.0586,1.54105,Stable
59.25,19.69,51.4,45.2,25.4,21.04,199.74,0.22,2.66,0.52,0.0585,1.53727,Stable
59.68,19.69,51.8,45.6,25.6,21.39,207.61,0.26,2.68,0.52,0.0585,1.53292,Stable
5.01,19.71,52.5,46.6,26.5,23.08,252.93,0.52,2.86,0.54,0.0048,0.97612,Unstable
5.45,19.71,52.9,46.9,26.8,23.44,260.8,0.56,2.88,0.54,0.0052,1.16683,Stable
5.88,19.71,53.3,47.2,27.0,23.79,268.67,0.6,2.91,0.55,0.0056,1.16963,Stable
6.31,19.71,53.7,47.6,27.2,24.14,276.53,0.64,2.93,0.55,0.006,1.16598,Stable
6.74,19.71,54.1,48.0,27.5,24.5,284.4,0.68,2.95,0.55,0.0063,1.17116,Stable
7.18,19.71,54.5,48.3,27.7,24.85,292.27,0.72,2.98,0.55,0.0067,1.11406,Stable
7.61,19.71,54.9,48.7,28.0,25.21,300.13,0.76,0.03,0.56,0.007,1.77565,Stable
8.04,19.7,55.3,49.0,28.2,25.56,308.0,0.8,0.05,0.56,0.0074,1.78305,Stable
8.48,19.71,55.7,49.4,28.4,25.92,315.86,0.84,0.08,0.56,0.0077,1.78347,Stable
8.91,19.71,56.1,49.7,28.7,26.27,323.73,0.88,0.1,0.56,0.0081,1.79734,Stable
9.34,19.7,56.5,50.1,28.9,26.62,331.6,0.91,0.12,0.56,0.0084,1.80189,Stable
9.78,19.7,56.9,50.4,29.1,26.98,339.46,0.95,0.15,0.57,0.0087,1.80428,Stable
10.21,19.71,57.2,50.8,29.4,27.33,347.33,0.99,0.17,0.57,0.0091,1.8163,Stable
10.64,19.7,57.6,51.2,29.6,27.69,355.19,1.03,0.19,0.57,0.0094,1.82026,Stable
11.07,19.71,58.0,51.5,29.8,28.04,363.06,1.07,0.22,0.57,0.0097,1.82128,Stable
11.51,19.71,58.4,51.9,30.1,28.4,370.93,1.11,0.24,0.58,0.01,1.83141,Stable
11.94,19.71,58.8,52.2,30.3,28.75,378.79,1.15,0.26,0.58,0.0103,1.83612,Stable
12.37,19.7,59.2,52.6,30.6,29.1,386.66,1.19,0.29,0.58,0.0106,1.84254,Stable
12.81,19.7,59.6,52.9,30.8,29.46,394.52,1.23,0.31,0.58,0.0109,1.84704,Stable
13.24,19.7,10.0,53.3,31.0,29.81,402.39,1.27,0.33,0.59,0.0672,5.19975,Stable
13.67,19.7,10.4,53.6,31.3,30.17,410.26,1.31,0.36,0.59,0.0667,5.11743,Stable
14.11,19.71,10.8,54.0,31.5,30.52,418.12,1.35,0.38,0.59,0.0663,5.02451,Stable
14.54,19.71,11.2,54.3,31.7,30.88,425.99,1.39,0.4,0.59,0.0659,4.94549,Stable
14.97,19.72,11.6,54.7,32.0,31.23,433.86,1.43,0.43,0.6,0.0654,4.87397,Stable
15.41,19.71,12.0,55.0,32.2,31.58,441.72,1.46,0.45,0.6,0.0652,4.80716,Stable
15.84,19.71,12.4,55.4,32.4,31.94,449.59,1.5,0.47,0.3,0.0648,4.73834,Stable
16.27,19.71,12.8,55.8,32.7,32.29,457.45,1.54,0.5,0.3,0.0645,4.68369,Stable
16.7,19.71,13.2,56.1,32.9,32.65,465.32,1.58,0.52,0.3,0.0642,4.62889,Stable
17.14,19.71,13.6,56.5,33.2,33.0,473.19,1.62,0.55,0.31,0.0639,4.58215,Stable
17.57,19.71,14.0,56.8,33.4,33.36,481.05,1.66,0.57,0.31,0.0637,4.53504,Stable
18.0,19.7,14.3,57.2,33.6,33.71,488.92,1.7,0.59,0.31,0.0639,4.51012,Stable
18.44,19.71,14.7,57.5,33.9,34.06,496.78,1.74,0.62,0.31,0.0636,4.47463,Stable
18.87,19.71,15.1,57.9,34.1,34.42,504.65,1.78,0.64,0.32,0.0634,4.43076,Stable
19.3,19.71,15.5,58.2,34.3,34.77,512.52,1.82,0.66,0.32,0.0632,4.39285,Stable
19.74,19.71,15.9,58.6,34.6,35.13,520.38,1.86,0.69,0.32,0.063,4.36245,Stable
20.17,19.72,16.3,59.0,34.8,35.48,528.25,1.9,0.71,0.32,0.0627,4.32219,Stable
20.6,19.71,16.7,59.3,35.0,35.84,536.12,1.94,0.73,0.33,0.0626,4.29266,Stable
21.04,19.7,17.1,59.7,35.3,36.19,543.98,1.98,0.76,0.33,0.0625,4.26903,Stable
21.47,19.71,17.5,15.0,35.5,36.55,551.85,2.01,0.78,0.33,0.0622,8.06932,Stable
21.9,19.7,17.9,15.4,35.8,36.9,559.71,2.05,0.8,0.33,0.0621,8.00199,Stable
22.33,19.72,18.3,15.7,36.0,37.25,567.58,2.09,0.83,0.34,0.0619,7.92539,Stable
22.77,19.71,18.7,16.1,36.2,37.61,575.45,2.13,0.85,0.34,0.0618,7.84168,Stable
23.2,19.71,19.1,16.4,36.5,37.96,583.31,2.17,0.87,0.34,0.0616,7.80645,Stable
23.63,19.72,19.5,16.8,36.7,38.32,591.18,2.21,0.9,0.34,0.0615,7.72142,Stable
24.07,19.71,19.8,17.1,36.9,38.67,599.04,2.25,0.92,0.34,0.0617,7.68862,Stable
24.5,19.71,20.2,17.5,37.2,39.03,606.91,2.29,0.94,0.35,0.0615,7.64337,Stable
24.93,19.71,20.6,17.8,37.4,39.38,614.78,2.33,0.97,0.35,0.0614,7.59275,Stable
25.37,19.71,21.0,18.2,37.6,39.73,622.64,2.37,0.99,0.35,0.0613,7.53246,Stable
25.8,19.7,21.4,18.6,37.9,40.09,630.51,2.41,1.01,0.35,0.0612,7.49174,Stable
26.23,19.71,21.8,18.9,38.1,40.44,638.38,2.45,1.04,0.36,0.061,7.43508,Stable
26.67,19.71,22.2,19.3,38.4,40.8,646.24,2.49,1.06,0.36,0.061,7.39653,Stable
27.1,19.72,22.6,19.6,38.6,41.15,654.11,2.53,1.08,0.36,0.0608,7.35104,Stable
27.53,19.7,23.0,20.0,38.8,41.51,661.97,2.57,1.11,0.36,0.0608,7.29341,Stable
27.96,19.71,23.4,20.3,39.1,41.86,669.84,2.6,1.13,0.37,0.0606,7.27417,Stable
28.4,19.71,23.8,20.7,39.3,42.21,677.71,2.64,1.15,0.37,0.0605,7.21905,Stable
28.83,19.7,24.2,21.0,39.5,42.57,685.57,2.68,1.18,0.37,0.0605,7.18215,Stable
29.26,19.71,24.6,21.4,39.8,42.92,693.44,2.72,1.2,0.37,0.0603,7.15157,Stable
29.7,19.71,25.0,21.7,10.0,43.28,701.3,2.76,1.22,0.38,0.0603,1.87337,Stable
30.13,19.7,25.4,22.1,10.2,43.63,709.17,2.8,1.25,0.38,0.0602,1.87866,Stable
30.56,19.71,25.8,22.4,10.5,43.99,717.04,2.84,1.27,0.38,0.0601,1.90208,Stable
31.0,19.71,26.2,22.8,10.7,44.34,724.9,2.88,1.29,0.38,0.06,1.90812,Stable
31.43,19.71,26.6,23.2,11.0,44.69,732.77,2.92,1.32,0.39,0.0599,1.92738,Stable
31.86,19.71,26.9,23.5,11.2,45.05,740.64,2.96,1.34,0.39,0.0601,1.94274,Stable
32.3,19.71,27.3,23.9,11.4,45.4,748.5,3.0,1.36,0.39,0.06,1.94936,Stable
32.73,19.71,27.7,24.2,11.7,45.76,756.37,3.04,1.39,0.39,0.0599,1.97201,Stable
33.16,19.7,28.1,24.6,11.9,46.11,764.23,3.08,1.41,0.39,0.0599,1.97936,Stable
33.59,19.71,28.5,24.9,12.1,46.47,772.1,3.12,1.43,0.4,0.0598,1.98859,Stable
34.03,19.71,28.9,25.3,12.4,46.82,779.97,3.15,1.46,0.4,0.0597,2.00632,Stable
34.46,19.71,29.3,25.6,12.6,47.18,787.83,3.19,1.48,0.4,0.0597,2.01628,Stable
34.89,19.7,29.7,26.0,12.8,47.53,795.7,3.23,1.5,0.4,0.0596,2.02208,Stable
35.33,19.7,30.1,26.4,13.1,47.88,803.56,3.27,1.53,0.41,0.0596,2.04016,Stable
35.76,19.72,30.5,26.7,13.3,48.24,811.43,3.31,1.55,0.41,0.0595,2.0484,Stable
